4289383,0.038232
4289383,0.03799
4289383,0.038089
48670838,0.429125
48670838,0.433045
48670838,0.436671
40050135,0.365794
40050135,0.367371
40050135,0.362619
53910521,0.494822
53910521,0.486295
53910521,0.479724
63288768,0.561476
63288768,0.561999
63288768,0.560388
23143042,0.205778
23143042,0.206394
23143042,0.204882
40007496,0.353487
40007496,0.354477
40007496,0.354008
82887844,0.732663
82887844,0.733287
82887844,0.734395
8095511,0.072073
8095511,0.072661
8095511,0.072637
82614141,0.736556
82614141,0.732891
82614141,0.73494
71484620,0.636069
71484620,0.636112
71484620,0.629706
3423610,0.031159
3423610,0.030366
3423610,0.030852
28554177,0.25108
28554177,0.253083
28554177,0.254578
38513652,0.341957
38513652,0.029588
38513652,0.340754
30303269,0.270375
30303269,0.269027
30303269,0.269097
46549009,0.416091
46549009,0.415285
46549009,0.416029
89704392,0.529218
89704392,0.796104
89704392,0.797897
31115291,0.279861
31115291,0.275376
31115291,0.278879
96571858,0.857272
96571858,0.860694
96571858,0.859798
14447535,0.12731
14447535,0.129069
14447535,0.130395
51019823,0.452705
51019823,0.456024
51019823,0.453046
83133147,0.739907
83133147,0.740521
83133147,0.740134
82665854,0.73294
82665854,0.736638
82665854,0.733152
67754467,0.60766
67754467,0.617137
67754467,0.608364
2037179,0.018397
2037179,0.018379
2037179,0.018382
1414000,0.012515
1414000,0.012932
1414000,0.012873
84525340,0.769301
84525340,0.768529
84525340,0.755845
94015184,0.836267
94015184,0.85237
94015184,0.849257
52461304,0.472183
52461304,0.463889
52461304,0.472613
52862742,0.471124
52862742,0.467938
52862742,0.471866
96886790,0.875451
96886790,0.870212
96886790,0.863034
46740440,0.413393
46740440,0.41608
46740440,0.415387
63404653,0.567292
63404653,0.563981
63404653,0.57079
8705344,0.079721
8705344,0.079203
8705344,0.079551
93625510,0.836741
93625510,0.837065
93625510,0.053426
85429751,0.766477
85429751,0.769048
85429751,0.771067
98238350,0.885052
98238350,0.877642
98238350,0.886443
8829599,0.077909
8829599,0.079424
8829599,0.07895
19985657,0.177536
19985657,0.176749
19985657,0.177189
55841057,0.491421
55841057,0.082785
55841057,0.495122
30495150,0.271848
30495150,0.276748
30495150,0.277313
34328215,0.305006
34328215,0.304309
34328215,0.311952
57816873,0.512393
57816873,0.516276
57816873,0.525918
24892146,0.226839
24892146,0.226892
24892146,0.222091
52913883,0.478951
52913883,0.481634
52913883,0.480731
63439002,0.564968
63439002,0.577972
63439002,0.577094
85805479,0.783659
85805479,0.770849
85805479,0.784801
4328424,0.03935
4328424,0.039696
4328424,0.039562
33480930,0.301063
33480930,0.306055
33480930,0.305843
53122384,0.470266
53122384,0.469022
53122384,0.212919
74444214,0.66232
74444214,0.667953
74444214,0.678721
94865707,0.862882
94865707,0.862367
94865707,0.854803
64332847,0.586552
64332847,0.577667
64332847,0.583761
3058708,0.028171
3058708,0.028047
3058708,0.027895
54056515,0.487404
54056515,0.495528
54056515,0.375475
64818079,0.577051
64818079,0.575027
64818079,0.574296
75736798,0.444136
75736798,0.69184
75736798,0.690818
99257075,0.877247
99257075,0.060612
99257075,0.877317
39989877,0.364775
39989877,0.364481
39989877,0.36163
16013208,0.14757
16013208,0.146134
16013208,0.14869
31822684,0.288778
31822684,0.287275
31822684,0.281859
9860820,0.088717
9860820,0.090075
9860820,0.090419
70132299,0.619724
70132299,0.621499
70132299,0.621786
67033282,0.595506
67033282,0.597557
67033282,0.593348
97925538,0.867306
97925538,0.868101
97925538,0.868693
37259192,0.330814
37259192,0.330186
37259192,0.330646
6657101,0.058747
6657101,0.059554
6657101,0.0592
75522047,0.668108
75522047,0.668332
75522047,0.669723
59968203,0.533412
59968203,0.532837
59968203,0.535496
50651654,0.454554
50651654,0.45796
50651654,0.113346
12208942,0.112079
12208942,0.110265
12208942,0.110095
16996406,0.155562
16996406,0.157092
16996406,0.156477
18246543,0.168475
18246543,0.16749
18246543,0.167868
98462970,0.909558
98462970,0.906026
98462970,0.905207
59657972,0.551324
59657972,0.551675
59657972,0.550539
45531709,0.419562
45531709,0.416702
45531709,0.418226
63206130,0.578003
63206130,0.577935
63206130,0.579033
81868995,0.749757
81868995,0.75043
81868995,0.752385
27999865,0.258405
27999865,0.258308
27999865,0.258372
24485400,0.224715
24485400,0.225191
24485400,0.226136
68164506,0.623901
68164506,0.621137
68164506,0.626247
79025944,0.722631
79025944,0.72346
79025944,0.723015
61614085,0.565776
61614085,0.565402
61614085,0.56347
78708672,0.721146
78708672,0.478072
78708672,0.720247
90328237,0.831781
90328237,0.831468
90328237,0.829747
10588415,0.096948
10588415,0.098037
10588415,0.098163
29071736,0.26757
29071736,0.265962
29071736,0.265703
60779827,0.561612
60779827,0.56118
60779827,0.55773
9154703,0.085116
9154703,0.084093
9154703,0.084312
30551527,0.281612
30551527,0.281662
30551527,0.28271
55754401,0.515144
55754401,0.512549
55754401,0.515944
24283429,0.224677
24283429,0.224772
24283429,0.222454
71783278,0.662169
71783278,0.661558
71783278,0.662804
6207968,0.056884
6207968,0.057637
6207968,0.057363
38283916,0.352326
38283916,0.352848
38283916,0.351406
78132468,0.717333
78132468,0.716051
78132468,0.716999
19177482,0.176131
19177482,0.177239
19177482,0.176434
17970493,0.165975
17970493,0.163795
17970493,0.163715
87677524,0.56072
87677524,0.804922
87677524,0.806784
35049871,0.322554
35049871,0.32304
35049871,0.322253
20941407,0.192731
20941407,0.193406
20941407,0.193608
13742518,0.126245
13742518,0.126778
13742518,0.126613
7800841,0.071968
7800841,0.072315
7800841,0.07267
81436614,0.749617
81436614,0.749397
81436614,0.750758
48171255,0.441888
48171255,0.441385
48171255,0.442082
93878611,0.859677
93878611,0.862073
93878611,0.858248
5889669,0.053829
5889669,0.054075
5889669,0.054049
13969128,0.127929
13969128,0.127507
13969128,0.128108
11201130,0.102614
11201130,0.102763
11201130,0.102508
60495169,0.551419
60495169,0.554123
60495169,0.553717
15365223,0.140631
15365223,0.140808
15365223,0.140673
13348972,0.12187
13348972,0.122163
13348972,0.121921
86402019,0.788223
86402019,0.788285
86402019,0.789256
65166617,0.594515
65166617,0.594443
65166617,0.596141
22934532,0.210082
22934532,0.20928
22934532,0.20957
41408395,0.378724
41408395,0.378999
41408395,0.379396
74478629,0.681972
74478629,0.68064
74478629,0.684366
92653553,0.85009
92653553,0.845955
92653553,0.847756
1458548,0.013588
1458548,0.013369
1458548,0.013355
12216158,0.1123
12216158,0.112392
12216158,0.112244
43901171,0.401395
43901171,0.401888
43901171,0.401241
22384439,0.203837
22384439,0.204054
22384439,0.20424
34392578,0.314133
34392578,0.313737
34392578,0.314496
84835158,0.774668
84835158,0.774404
84835158,0.781045
85680054,0.787429
85680054,0.785436
85680054,0.785254
16390617,0.148707
16390617,0.148832
16390617,0.149508
76795260,0.704836
76795260,0.706135
76795260,0.704318
9628879,0.089215
9628879,0.088566
9628879,0.088686
43375895,0.398634
43375895,0.398118
43375895,0.397472
93858774,0.860213
93858774,0.865521
93858774,0.867192
92773416,0.852768
92773416,0.848554
92773416,0.853995
31617554,0.291589
31617554,0.292992
31617554,0.293135
97224063,0.894765
97224063,0.891844
97224063,0.890383
44514103,0.408787
44514103,0.409721
44514103,0.408365
7801909,0.071551
7801909,0.071451
7801909,0.071477
59814736,0.545335
59814736,0.55011
59814736,0.554471
29611135,0.273807
29611135,0.272626
29611135,0.272276
57118831,0.525025
57118831,0.52442
57118831,0.523317
6577118,0.060133
6577118,0.059918
6577118,0.060676
89840505,0.823276
89840505,0.641358
89840505,0.82333
65086118,0.595481
65086118,0.595916
65086118,0.594175
31082369,0.2845
31082369,0.285039
31082369,0.284079
437337,0.00402
437337,0.004037
437337,0.004137
34791908,0.317793
34791908,0.318168
34791908,0.3184
6824701,0.062332
6824701,0.062857
6824701,0.062577
27973603,0.25547
27973603,0.256401
27973603,0.256081
82662269,0.756894
82662269,0.755872
82662269,0.755349
84998470,0.784968
84998470,0.778254
84998470,0.779806
8014265,0.07301
8014265,0.07335
8014265,0.073407
92356475,0.844158
92356475,0.845643
92356475,0.644752
93626879,0.85724
93626879,0.855729
93626879,0.854554
17115154,0.156609
17115154,0.156997
17115154,0.157092
14711803,0.134248
14711803,0.133391
14711803,0.134322
206215,0.001885
206215,0.001991
206215,0.001892
62974700,0.578408
62974700,0.579302
62974700,0.578249
44335121,0.405498
44335121,0.406982
44335121,0.406018
33064792,0.302885
33064792,0.302928
33064792,0.302325
64215850,0.585743
64215850,0.585867
64215850,0.58843
72993322,0.671989
72993322,0.670226
72993322,0.667392
46222673,0.423417
46222673,0.426032
46222673,0.42588
49478532,0.452506
49478532,0.454063
49478532,0.454665
38390078,0.026232
38390078,0.350877
38390078,0.349888
99168908,0.90848
99168908,0.908058
99168908,0.90859
82506348,0.755915
82506348,0.756563
82506348,0.753209
38105614,0.347715
38105614,0.347893
38105614,0.348124
49862469,0.455335
49862469,0.456064
49862469,0.458057
84478936,0.775148
84478936,0.772744
84478936,0.773925
51825884,0.47532
51825884,0.47308
51825884,0.474208
89599622,0.820508
89599622,0.821266
89599622,0.820008
55751027,0.510451
55751027,0.510856
55751027,0.508764
20058487,0.183285
